"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","cc4","cc1pass","cc2pass","cc3pass","cc4pass","experienced","instructions_time","total_time","stamp","id"
"ADXHWQLUQBK77","caus_thomas_fire_v6","3KWTYT08704JP2K089BCYREBGQB5LJ","0","0","0","50%","100%","90%","Math","1","1","1","1","Not sure","89946","162536","2017-10-17 15:33:30","4316"
"A173IPWYGBPVTP","caus_thomas_fire_v6","3ZDAD0O1T1EGAYCFNOWYC1FC324XTL","0","0","0","50%","100%","100%","Math","1","1","0","0","No","151998","227790","2017-10-17 15:33:43","4317"
"A6FFYGIDYQ3MO","caus_thomas_fire_v6","308Q0PEVB8E00OE6QWRGIRRLLIZI98","0","0","0","50%","100%","90%","Math","1","1","1","1","No","213091","286063","2017-10-17 15:34:37","4318"
"AO4ULPWEA897C","caus_thomas_fire_v6","3GLB5JMZFXWY7NLSCOWFJBXVXQMDGS","0","0","0","50%","100%","90%","English","1","1","1","1","No","78664","158964","2017-10-17 15:34:41","4319"
"A1KOLOXQS64X6I","caus_thomas_fire_v6","3RXCAC0YIRQMQSP1VGLZXJJUMZO8GG","0","0","0","50%","100%","90%","English","1","1","1","1","No","649694","681692","2017-10-17 15:35:52","4320"
"A1H7IZ46Q472MG","caus_thomas_fire_v6","3EG49X351UDA8013RBO51RNYJUWX6D","0","0","0","50%","100%","90%","English","1","1","1","1","No","58280","98310","2017-10-17 15:35:56","4321"
"ASB83F0JJMDZ9","caus_thomas_fire_v6","33FBRBDW6O099G9WTUPG7SYFO7Y8C8","0","0","0","50%","100%","10%","Math","1","1","1","1","No","219262","346257","2017-10-17 15:36:28","4322"
"AAR5VQ8QIO5PC","caus_thomas_fire_v6","3UN61F00HWQUS0FDDT88K3NAMI15RA","0","0","0","50%","100%","10%","English","1","1","1","1","No","80324","130253","2017-10-17 15:36:36","4323"
"A29AX5O8KL48F8","caus_thomas_fire_v6","3XUHV3NRVKZH361AHOWE6ZL4Z93H5P","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","55163","103890","2017-10-17 15:37:58","4324"
"A3B4cnx1GH6054","caus_thomas_fire_v6","3EWIJTFFVO86OPO7UHIW41S0QL0E0L","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","71750","136700","2017-10-17 15:37:59","4325"
"A1RVMADIZE3BXK","caus_thomas_fire_v6","3IKZ72A5B4H1FZGAQY40XV9DAEZFNM","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","80870","122971","2017-10-17 15:39:14","4326"
"AULLOJOPY0IDP","caus_thomas_fire_v6","3BQU611VFPL7PNL3M2L35YSI2S999D","0","0","0","50%","100%","10%","English","1","1","1","1","No","811206","1248898","2017-10-17 15:39:28","4327"
"A1OZ3PPHAEWA8S","caus_thomas_fire_v6","3OE22WJIGIPB1EQS1FRGNP5LPDPUQD","0","0","0","50%","100%","90%","Math","1","1","1","1","No","57667","90063","2017-10-17 15:39:47","4328"
"A3S300T3IVQ2GC","caus_thomas_fire_v6","3ATPCQ38J8B0V73GMKRJ0AWTHJHYAB","0","0","0","50%","100%","90%","English","1","1","1","1","No","57151","96228","2017-10-17 15:40:20","4329"
"A37Q3659BNZQNZ","caus_thomas_fire_v6","32Z9ZLUT1LL3BG7SM3SDF5LVG42HOO","0","0","0","50%","100%","10%","English","1","1","1","1","No","62962","100188","2017-10-17 15:40:39","4330"
"ATATCYCP7QBQ9","caus_thomas_fire_v6","3NKQQ8O39Y6HC5MNWTLWNQYM6Y4DUV","0","0","0","50%","25%","10%","English","1","0","1","1","No","84100","153859","2017-10-17 15:42:48","4331"
"AMNFU3CPH5W0L
","caus_thomas_fire_v6","3M1CVSFP606RM5CUVAAPNOTRIA2QA2","0","0","0","50%","100%","10%","Math","1","1","1","1","No","28973","51495","2017-10-17 15:43:57","4332"
"A1ZPYSX30BDIVW","caus_thomas_fire_v6","3JNQLM5FT4NRQ51DQQ9E0KBZWGO2LJ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","47894","83446","2017-10-17 15:44:43","4333"
"A16J4BMYULRUZ7","caus_thomas_fire_v6","3K2755HG5S4STNPX14QX1QXJWBOFDX","0","0","0","25%","100%","90%","Math","0","1","1","1","Yes","52545","84070","2017-10-17 15:47:32","4334"
"A1K8E6PV2GPJ3Q","caus_thomas_fire_v6","31QNSG6A5RU3XZE02DH5R661NWD78K","0","0","0","75%","50%","90%","Math","0","0","0","0","No","65125","100778","2017-10-17 15:49:17","4335"
"A5BEH1IONAYMB","caus_thomas_fire_v6","37XITHEISWAFRLOSS3VGY9TKEZHCRJ","0","0","0","50%","100%","90%","English","1","1","1","1","No","57317","96740","2017-10-17 15:49:40","4336"
"A168QBUOKNFWWK","caus_thomas_fire_v6","3DY4FPOOA1PBQUUSJKQLO1H9Z67RV7","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","131560","218263","2017-10-17 15:50:41","4337"
"A1506T1PAYRT16","caus_thomas_fire_v6","336KAV9KYQTBQ48C95Y4USDV5VHY2W","0","0","0","50%","100%","10%","English","1","1","1","0","No","53574","85471","2017-10-17 15:51:41","4338"
"A35W13N45CZB1O","caus_thomas_fire_v6","3Z7VU45IPYI4690LMN093GCSJJCZ1C","0","0","0","50%","100%","90%","English","1","1","1","1","No","56924","92757","2017-10-17 15:52:11","4339"
"A1AQQFJAF8CI4H","caus_thomas_fire_v6","3C2NJ6JBKAIHE54Y23PTDCFO1BJN21","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","165485","212749","2017-10-17 15:52:26","4340"
"AM03OFEBTZ4EV","caus_thomas_fire_v6","3NC5L260MONJXKGMRD4DCK9I0POFON","0","0","0","50%","100%","90%","Math","1","1","1","1","No","94906","170548","2017-10-17 15:52:32","4341"
"A3FP9YHFUFOGB0","caus_thomas_fire_v6","3U0SRXB7CD6YIPLJHT4UEKNWD30RNL","0","0","0","50%","100%","90%","English","1","1","1","0","No","69764","118447","2017-10-17 15:52:39","4342"
"AWTGJ45ZWUCHH","caus_thomas_fire_v6","3ZSANO2JCF8YVC8FYULMWPJJXEWFSP","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","142571","159722","2017-10-17 15:53:40","4343"
"A1XLGIFFGB01EU","caus_thomas_fire_v6","3KIBXJ1WD5VUD680SOVASX1N8LIKO7","0","0","0","50%","100%","10%","English","1","1","1","1","No","38160","70217","2017-10-17 15:54:42","4344"
"A1017ODTGRN1CH","caus_thomas_fire_v6","3ON104KXQKXH4DSZYIZ42APDE1QW44","0","0","0","50%","100%","10%","Math","1","1","1","0","No","78458","198616","2017-10-17 15:54:44","4345"
"A18G2CLYSTENK","caus_thomas_fire_v6","38F71OA9GTXVXHVAEXP0KGKD5PEFMD","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","20077","38919","2017-10-17 15:55:00","4346"
"A26NGLGGFTATVN","caus_thomas_fire_v6","3JZQSN0I3QBV57ZO3UR57B0G938GFC","0","0","0","50%","100%","90%","English","1","1","1","1","No","70636","144687","2017-10-17 15:57:20","4347"
"AYPOAY43REHC8","caus_thomas_fire_v6","3HPZF4IVNMUOOM0E6YNA65MHHM0CYP","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","17313","29296","2017-10-17 15:57:21","4348"
"A2CC4DS7MD6QW","caus_thomas_fire_v6","3UN61F00HWQUS0FDDT88K3NAMI0R5V","0","0","0","50%","100%","10%","English","1","1","1","1","No","39313","69130","2017-10-17 16:00:33","4349"
"A2V27A9GZA1NR2","caus_thomas_fire_v6","3QAVNHZ3EM5GV8WH352T62UX859LA4","0","0","0","50%","100%","90%","English","1","1","1","0","No","98240","166355","2017-10-17 16:37:05","4350"
"A2BJULD0NVFD30","caus_thomas_fire_v6","3AAPLD8UCCIJO8C0IKEC9FRIFDMTHR","0","0","0","50%","100%","90%","Math","1","1","1","1","No","44354","80871","2017-10-17 16:53:19","4351"
